id,y
0.0,70.09604285924446
1.0,79.40187372972694
2.0,63.961972971485466
3.0,68.31438109408766
4.0,71.24529736834621
5.0,76.25115183680947
6.0,68.69629446373982
7.0,65.48614532207209
8.0,81.00298934606927
9.0,63.395125479260244
10.0,65.20675186465807
11.0,79.0385188801288
12.0,73.12694222008926
13.0,74.51734558086096
14.0,67.35038722080758
15.0,86.74508841704808
16.0,68.828740155994
17.0,69.48260890123802
18.0,64.96585940805018
19.0,67.59084417371382
20.0,64.41589527820543
21.0,63.548671339995664
22.0,74.7795833216694
23.0,68.09689571700287
24.0,63.206464898273126
25.0,66.85589529488803
26.0,56.78899952369359
27.0,74.63537938473442
28.0,65.72722751801209
29.0,73.35133524118746
30.0,62.93665457660352
31.0,71.85868236542316
32.0,60.03279176863693
33.0,67.41028901524427
34.0,62.042145876606504
35.0,63.856884148288565
36.0,88.56014061217206
37.0,61.489706736474886
38.0,74.66833951511853
39.0,69.42849544913985
40.0,62.79484032068756
41.0,80.38086600606033
42.0,69.156772951886
43.0,70.56801765947571
44.0,76.87543658422868
45.0,66.74882644287213
46.0,63.67744822520941
47.0,70.07286427271663
48.0,79.67357925571159
49.0,68.01749265674148
50.0,80.31330815623747
51.0,64.42703714564362
52.0,70.75410933296709
53.0,76.07011011335325
54.0,85.63379317630721
55.0,66.50315595645148
56.0,58.294366762230496
57.0,67.1099809563925
58.0,67.19726074007811
59.0,67.19950206730239
60.0,68.1192226503389
61.0,72.89656745454451
62.0,72.15808360420071
63.0,67.56305827971084
64.0,75.93568613758448
65.0,65.85760177059568
66.0,59.41033143947599
67.0,74.49867473022564
68.0,66.57660059784479
69.0,78.61775085637653
70.0,59.0304788540194
71.0,57.84545808753987
72.0,59.9690207505959
73.0,55.814783011884224
74.0,62.19640736533967
75.0,69.06703410470996
76.0,76.339641820537
77.0,65.17519281548608
78.0,81.94552770218024
79.0,85.12666467921775
80.0,71.09164484291752
81.0,65.70582424781169
82.0,69.14129703823198
83.0,67.54678849518163
84.0,64.28657514426615
85.0,71.80155851655577
86.0,58.13780644426616
87.0,76.70929535508942
88.0,75.37098498077528
89.0,87.24990397869168
90.0,60.85848079505565
91.0,67.19238730852813
92.0,76.83110222935517
93.0,59.57820721134735
94.0,70.37330073704044
95.0,61.58171970538413
96.0,71.93966128203358
97.0,65.43316317924163
98.0,63.41177777299468
99.0,74.57575858207235
100.0,79.51320432668095
101.0,75.83068007464098
102.0,72.05622269956858
103.0,80.30196214212644
104.0,75.07807887278523
105.0,62.749140730642395
106.0,67.85390661826422
